filename,genre
m00003.wav,hiphop
m00012.wav,hiphop
m00013.wav,jazz
m00043.wav,hiphop
m00044.wav,classical
m00055.wav,reggae
m00061.wav,disco
m00063.wav,disco
m00069.wav,classical
m00074.wav,jazz
m00107.wav,disco
m00114.wav,pop
m00127.wav,classical
m00137.wav,country
m00139.wav,pop
m00148.wav,disco
m00149.wav,disco
m00156.wav,classical
m00183.wav,hiphop
m00211.wav,disco
m00218.wav,country
m00228.wav,country
m00247.wav,reggae
m00254.wav,reggae
m00266.wav,classical
m00289.wav,hiphop
m00292.wav,classical
m00293.wav,hiphop
m00309.wav,classical
m00318.wav,disco
m00321.wav,disco
m00323.wav,reggae
m00324.wav,classical
m00331.wav,classical
m00348.wav,disco
m00355.wav,country
m00356.wav,disco
m00357.wav,disco
m00359.wav,hiphop
m00363.wav,disco
m00371.wav,pop
m00372.wav,hiphop
m00391.wav,disco
m00393.wav,pop
m00399.wav,pop
m00405.wav,pop
m00414.wav,classical
m00434.wav,classical
m00463.wav,classical
m00468.wav,classical
m00487.wav,pop
m00495.wav,classical
m00515.wav,pop
m00528.wav,disco
m00537.wav,classical
m00538.wav,classical
m00549.wav,classical
m00555.wav,pop
m00560.wav,classical
m00570.wav,pop
m00571.wav,classical
m00576.wav,pop
m00581.wav,hiphop
m00582.wav,reggae
m00589.wav,classical
m00597.wav,classical
m00610.wav,hiphop
m00616.wav,pop
m00624.wav,jazz
m00635.wav,classical
m00685.wav,pop
m00705.wav,classical
m00708.wav,pop
m00719.wav,disco
m00730.wav,disco
m00733.wav,pop
m00736.wav,reggae
m00755.wav,country
m00756.wav,classical
m00791.wav,pop
m00806.wav,disco
m00812.wav,hiphop
m00817.wav,pop
m00824.wav,disco
m00828.wav,pop
m00829.wav,hiphop
m00833.wav,pop
m00838.wav,classical
m00843.wav,pop
m00852.wav,pop
m00873.wav,classical
m00921.wav,reggae
m00927.wav,disco
m00928.wav,reggae
m00941.wav,classical
m00947.wav,pop
m00949.wav,jazz
m00950.wav,pop
m00961.wav,pop
m00967.wav,classical
m00971.wav,jazz
m00973.wav,pop
m00988.wav,pop
m00991.wav,classical
m00995.wav,classical
